game_id,possession_number,period,period_bucket,offense_team,defense_team,seconds_left_in_game,score_difference,L_t,F_t,N_t,M_t,score_margin_excluded_t,intentional_foul_excluded_t,controlled_excluded_t
0022500732,121,3,3,CLE,LAC,1122.0,19,0,0,0,0,1,0,1
0022500732,122,3,3,LAC,CLE,1114.999,-19,0,0,0,0,1,0,1
0022500732,123,3,3,CLE,LAC,1098.0,21,0,0,0,0,1,0,1
0022500732,124,3,3,LAC,CLE,1079.0,-19,0,0,0,0,1,0,1
0022500732,125,3,3,CLE,LAC,1059.0,22,0,0,1,0,1,0,1
0022500732,126,3,3,LAC,CLE,1032.0,-19,0,0,1,0,1,0,1
0022500732,127,3,3,CLE,LAC,1015.0,19,0,1,1,2,1,0,1
0022500732,128,3,3,LAC,CLE,1012.994,-17,1,1,0,1,1,0,1
0022500732,129,3,3,CLE,LAC,994.0,19,1,0,1,0,1,0,1
0022500732,130,3,3,LAC,CLE,971.0,-19,1,0,1,0,1,0,1
0022500732,131,3,3,CLE,LAC,963.996,21,0,1,0,1,1,0,1
0022500732,132,3,3,LAC,CLE,947.0,-21,1,0,0,0,1,0,1
0022500732,133,3,3,CLE,LAC,938.0,23,1,0,0,0,1,0,1
0022500732,134,3,3,LAC,CLE,917.999,-23,0,0,0,0,1,0,1
0022500732,135,3,3,CLE,LAC,909.0,23,0,0,0,0,1,0,1
0022500732,136,3,3,LAC,CLE,892.999,-23,0,0,1,0,1,0,1
0022500732,137,3,3,CLE,LAC,887.0,23,0,0,1,0,1,0,1
0022500732,138,3,3,LAC,CLE,869.0,-21,0,1,1,2,1,0,1
0022500732,139,3,3,CLE,LAC,856.996,23,1,1,0,1,1,0,1
0022500732,140,3,3,LAC,CLE,840.0,-21,1,0,0,0,1,0,1
0022500732,141,3,3,CLE,LAC,819.0,23,1,0,0,0,1,0,1
0022500732,142,3,3,LAC,CLE,798.0,-21,0,0,0,0,1,0,1
0022500732,143,3,3,CLE,LAC,760.2,21,0,0,0,0,1,0,1
0022500732,144,3,3,LAC,CLE,753.5,-21,0,0,0,0,1,0,1
0022500732,145,3,3,CLE,LAC,745.0,24,0,0,0,0,1,0,1
0022500732,146,3,3,LAC,CLE,735.8,-24,0,0,0,0,1,0,1
0022500732,147,3,3,CLE,LAC,731.0,26,0,0,0,0,1,0,1
0022500732,148,4,4,LAC,CLE,719.996,-26,0,0,0,0,1,0,1
0022500732,149,4,4,CLE,LAC,699.0,28,0,0,0,0,1,0,1
0022500732,150,4,4,LAC,CLE,685.0,-28,0,0,0,0,1,0,1
0022500732,151,4,4,CLE,LAC,680.0,31,0,0,0,0,1,0,1
0022500732,152,4,4,LAC,CLE,660.0,-31,0,0,0,0,1,0,1
0022500732,153,4,4,CLE,LAC,643.0,31,0,0,0,0,1,0,1
0022500732,154,4,4,LAC,CLE,633.0,-31,0,0,0,0,1,0,1
0022500732,155,4,4,CLE,LAC,625.0,33,0,0,0,0,1,0,1
0022500732,156,4,4,LAC,CLE,609.0,-33,0,0,0,0,1,0,1
0022500732,157,4,4,CLE,LAC,593.0,33,0,0,0,0,1,0,1
0022500732,158,4,4,LAC,CLE,588.0,-31,0,0,0,0,1,0,1
0022500732,159,4,4,CLE,LAC,564.0,33,0,0,0,0,1,0,1
0022500732,160,4,4,LAC,CLE,552.0,-33,0,0,1,0,1,0,1
0022500732,161,4,4,CLE,LAC,532.0,33,0,0,1,0,1,0,1
0022500732,162,4,4,LAC,CLE,521.0,-31,0,1,0,1,1,0,1
0022500732,163,4,4,CLE,LAC,500.0,31,1,0,0,0,1,0,1
0022500732,164,4,4,LAC,CLE,487.0,-28,1,0,0,0,1,0,1
